Nuclide,Default_Type,Age,AerosolDiam,F,M,S,QAFLAG
Te-129   , M,7300,      1.00,  1.2925E-11,  2.9061E-11,  3.0876E-11,BBB
Te-129m  , M,7300,      1.00,  1.1486E-09,  5.5281E-09,  6.7424E-09,AAA
Te-131   , M,7300,      1.00,  1.9156E-11,  2.2644E-11,  2.1934E-11,ABB
Te-131m  , M,7300,      1.00,  7.4046E-10,  8.4944E-10,  7.1660E-10,ABA
Te-132   , M,7300,      1.00,  1.5325E-09,  1.6849E-09,  1.6711E-09,AAA
Te-133   , M,7300,      1.00,  1.6164E-11,  1.5640E-11,  1.4907E-11,ABB
Te-133m  , M,7300,      1.00,  6.5632E-11,  6.1997E-11,  5.8982E-11,ABB
Te-134   , M,7300,      1.00,  3.6920E-11,  5.0497E-11,  5.2038E-11,BBB
Th-223   , S,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Th-224   , S,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Th-226   , S,7300,      1.00,  1.5819E-08,  4.0405E-08,  4.3129E-08,BBB
Th-227   , S,7300,      1.00,  5.9110E-07,  6.2102E-06,  7.6512E-06,AAA
Th-228   , S,7300,      1.00,  2.6171E-05,  2.6820E-05,  3.3407E-05,AAA
Th-229   , S,7300,      1.00,  2.1158E-04,  1.0364E-04,  6.8131E-05,AAA
Th-230   , S,7300,      1.00,  8.9965E-05,  4.1327E-05,  1.3225E-05,AAA
Th-231   , S,7300,      1.00,  6.5728E-11,  2.2811E-10,  2.4259E-10,AAA
Th-232   , S,7300,      1.00,  9.7466E-05,  4.4083E-05,  2.4557E-05,AAA
Th-233   , S,7300,      1.00,  6.9916E-12,  1.3301E-11,  1.4129E-11,BBB
Th-234   , S,7300,      1.00,  2.1780E-09,  5.8297E-09,  6.7874E-09,AAA
Th-235   , S,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Th-236   , S,7300,      1.00,  2.0298E-11,  4.2311E-11,  4.4736E-11,BBB
Ti-44    , M,7300,      1.00,  5.4406E-08,  4.1513E-08,  1.2813E-07,AAA
Ti-45    , M,7300,      1.00,  3.4739E-11,  7.0187E-11,  7.4110E-11,BBB
Ti-51    , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Ti-52    , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Tl-190   , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Tl-190m  , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Tl-194   , M,7300,      1.00,  9.2852E-12,  1.5156E-11,  1.5805E-11,BBB
Tl-194m  , M,7300,      1.00,  1.5368E-11,  2.2895E-11,  2.3727E-11,BBB
Tl-195   , M,7300,      1.00,  1.2050E-11,  1.9033E-11,  1.9952E-11,BBB
Tl-196   , M,7300,      1.00,  2.3240E-11,  3.1524E-11,  3.2440E-11,BBB
Tl-197   , M,7300,      1.00,  1.2191E-11,  2.8086E-11,  2.9995E-11,BBB
Tl-198   , M,7300,      1.00,  5.2116E-11,  6.2168E-11,  6.3288E-11,BBB
Tl-198m  , M,7300,      1.00,  3.1198E-11,  5.1999E-11,  5.4297E-11,BBB
Tl-199   , M,7300,      1.00,  1.6330E-11,  3.6665E-11,  3.8943E-11,BBB
Tl-200   , M,7300,      1.00,  1.1475E-10,  1.4804E-10,  1.5194E-10,BBB
Tl-201   , M,7300,      1.00,  3.9086E-11,  1.3328E-10,  1.4724E-10,BAA
Tl-202   , M,7300,      1.00,  1.6480E-10,  3.1953E-10,  3.4874E-10,BBB
Tl-204   , M,7300,      1.00,  3.3901E-10,  5.5895E-09,  1.8238E-08,AAA
Tl-206   , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Tl-206m  , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Tl-207   , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Tl-208   , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Tl-209   , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Tl-210   , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Tm-161   , M,7300,      1.00,  1.2542E-11,  1.9518E-11,  2.0288E-11,BBB
Tm-162   , M,7300,      1.00,  1.0320E-11,  1.5583E-11,  1.6162E-11,BBB
Tm-163   , M,7300,      1.00,  1.9298E-11,  2.8996E-11,  3.0067E-11,BBB
Tm-164   , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Tm-165   , M,7300,      1.00,  9.4879E-11,  1.7468E-10,  1.8402E-10,BBB
Tm-166   , M,7300,      1.00,  9.0312E-11,  1.4033E-10,  1.4590E-10,BBB
Tm-167   , M,7300,      1.00,  2.3459E-10,  9.0914E-10,  1.0201E-09,AAA
Tm-168   , M,7300,      1.00,  3.3371E-09,  3.8466E-09,  4.4192E-09,AAA
Tm-170   , M,7300,      1.00,  3.1373E-09,  5.9885E-09,  8.1433E-09,AAA
Tm-171   , M,7300,      1.00,  1.8811E-09,  1.2207E-09,  1.0896E-09,AAA
Tm-172   , M,7300,      1.00,  3.0148E-10,  9.1664E-10,  9.9446E-10,AAA
Tm-173   , M,7300,      1.00,  5.9249E-11,  1.3989E-10,  1.4891E-10,BBB
Tm-174   , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Tm-175   , M,7300,      1.00,  8.8370E-12,  1.4392E-11,  1.5030E-11,BBB
Tm-176   , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
U-227    , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
U-228    , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
U-230    , M,7300,      1.00,  3.4042E-07,  9.8971E-06,  1.1871E-05,BAA
U-231    , M,7300,      1.00,  6.0299E-11,  3.5698E-10,  3.8699E-10,AAA
U-232    , M,7300,      1.00,  3.5565E-06,  6.7610E-06,  3.6278E-05,AAA
U-233    , M,7300,      1.00,  5.1313E-07,  2.7661E-06,  8.7146E-06,AAA
U-234    , M,7300,      1.00,  4.9466E-07,  2.7084E-06,  8.5422E-06,AAA
U-235    , M,7300,      1.00,  4.6071E-07,  2.4037E-06,  7.7109E-06,AAA
U-235m   , M,7300,      1.00,  5.1759E-16,  5.8238E-16,  5.8987E-16,AAA
U-236    , M,7300,      1.00,  4.6573E-07,  2.4772E-06,  7.8964E-06,AAA
U-237    , M,7300,      1.00,  1.5054E-10,  1.2446E-09,  1.4163E-09,BAA
U-238    , M,7300,      1.00,  4.4414E-07,  2.2361E-06,  7.3520E-06,AAA
U-239    , M,7300,      1.00,  8.4987E-12,  1.7422E-11,  1.8415E-11,BBB
U-240    , M,7300,      1.00,  1.6369E-10,  4.1424E-10,  4.4144E-10,BAA
U-242    , M,7300,      1.00,  1.3356E-11,  2.1519E-11,  2.2417E-11,BBB
V-47     , M,7300,      1.00,  1.4228E-11,  2.3694E-11,  2.4739E-11,BBB
V-48     , M,7300,      1.00,  8.1941E-10,  2.0421E-09,  2.3385E-09,BAA
V-49     , M,7300,      1.00,  1.8306E-11,  3.3040E-11,  6.8940E-11,AAA
V-50     , M,7300,      1.00,  5.7403E-08,  2.8204E-08,  2.7132E-08,AAA
V-52     , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
V-53     , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
W-177    , M,7300,      1.00,  2.0116E-11,  3.3052E-11,  3.4510E-11,BBB
W-178    , M,7300,      1.00,  6.9442E-11,  5.5282E-10,  6.5869E-10,BAA
W-179    , M,7300,      1.00,  7.2865E-13,  1.0185E-12,  1.0625E-12,BBB
W-179m   , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
W-181    , M,7300,      1.00,  2.5016E-11,  1.6635E-10,  2.7131E-10,BAA
W-185    , M,7300,      1.00,  9.8272E-11,  2.3291E-09,  3.0986E-09,AAA
W-185m   , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
W-187    , M,7300,      1.00,  1.5351E-10,  2.9532E-10,  3.1568E-10,BAA
W-188    , M,7300,      1.00,  4.8290E-10,  9.9094E-09,  1.4174E-08,AAA
W-190    , M,7300,      1.00,  2.8553E-11,  5.3599E-11,  5.6357E-11,BBB
Xe-120   , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Xe-121   , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Xe-122   , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Xe-123   , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Xe-125   , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Xe-127   , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Xe-127m  , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Xe-129m  , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Xe-131m  , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Xe-133   , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Xe-133m  , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Xe-135   , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Xe-135m  , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Xe-137   , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Xe-138   , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Y-81     , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Y-83     , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Y-83m    , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Y-84m    , M,7300,      1.00,  3.2664E-11,  4.9367E-11,  5.1206E-11,BBB
Y-85     , M,7300,      1.00,  4.4437E-11,  7.5150E-11,  7.8682E-11,BBB
Y-85m    , M,7300,      1.00,  7.8978E-11,  1.3287E-10,  1.3913E-10,BBB
Y-86     , M,7300,      1.00,  2.7444E-10,  3.7713E-10,  3.8870E-10,BBB
Y-86m    , M,7300,      1.00,  1.6224E-11,  2.2609E-11,  2.3326E-11,BBB
Y-87     , M,7300,      1.00,  1.8641E-10,  3.1244E-10,  3.2908E-10,BBB
Y-87m    , M,7300,      1.00,  6.0169E-11,  1.0863E-10,  1.1458E-10,BBB
Y-88     , M,7300,      1.00,  5.4197E-09,  4.0732E-09,  4.4860E-09,AAA
Y-89m    , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Y-90     , M,7300,      1.00,  4.4992E-10,  1.1854E-09,  1.2783E-09,AAA
Y-90m    , M,7300,      1.00,  3.8047E-11,  8.0590E-11,  8.5902E-11,BBB
Y-91     , M,7300,      1.00,  2.7448E-09,  6.4579E-09,  8.2213E-09,AAA
Y-91m    , M,7300,      1.00,  5.3551E-12,  8.7163E-12,  9.8924E-12,BBB
Y-92     , M,7300,      1.00,  7.2194E-11,  1.3961E-10,  1.4804E-10,BAA
Y-93     , M,7300,      1.00,  1.5100E-10,  3.3351E-10,  3.5398E-10,AAA
Y-94     , M,7300,      1.00,  1.3366E-11,  2.1708E-11,  2.2626E-11,BBB
Y-95     , M,7300,      1.00,  8.3055E-12,  1.1971E-11,  1.2445E-11,BBB
Yb-162   , M,7300,      1.00,  7.9709E-12,  1.3459E-11,  1.4064E-11,BBB
Yb-163   , M,7300,      1.00,  4.6125E-12,  6.6021E-12,  6.8215E-12,BBB
Yb-164   , M,7300,      1.00,  1.9005E-11,  3.4432E-11,  3.6133E-11,BBB
Yb-165   , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Yb-166   , M,7300,      1.00,  2.9710E-10,  5.7929E-10,  6.1512E-10,BBB
Yb-167   , M,7300,      1.00,  2.5720E-12,  5.0042E-12,  5.3224E-12,BBB
Yb-169   , M,7300,      1.00,  7.0347E-10,  2.2612E-09,  2.6469E-09,AAA
Yb-175   , M,7300,      1.00,  1.0700E-10,  4.9691E-10,  5.5018E-10,AAA
Yb-177   , M,7300,      1.00,  2.1016E-11,  5.2705E-11,  5.6514E-11,BBB
Yb-178   , M,7300,      1.00,  2.1901E-11,  5.4062E-11,  5.7614E-11,BBB
Yb-179   , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Zn-60    , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Zn-61    , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Zn-62    , M,7300,      1.00,  1.6907E-10,  4.1625E-10,  4.5183E-10,BBB
Zn-63    , M,7300,      1.00,  1.6297E-11,  2.8729E-11,  3.0106E-11,BBB
Zn-65    , M,7300,      1.00,  1.9463E-09,  1.5425E-09,  1.9951E-09,BAA
Zn-69    , M,7300,      1.00,  8.5359E-12,  1.9967E-11,  2.1236E-11,BBB
Zn-69m   , M,7300,      1.00,  6.8697E-11,  2.1352E-10,  2.0945E-10,BBA
Zn-71    , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Zn-71m   , M,7300,      1.00,  6.2050E-11,  1.2430E-10,  1.3216E-10,BBB
Zn-72    , M,7300,      1.00,  4.2402E-10,  9.7433E-10,  1.0653E-09,BAA
Zr-85    , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Zr-86    , M,7300,      1.00,  2.3275E-10,  3.5029E-10,  3.6396E-10,BBB
Zr-87    , M,7300,      1.00,  3.6019E-11,  7.0006E-11,  7.3838E-11,BBB
Zr-88    , M,7300,      1.00,  3.0764E-09,  2.6024E-09,  3.6489E-09,AAA
Zr-89    , M,7300,      1.00,  2.5053E-10,  4.3649E-10,  4.6072E-10,BBB
Zr-89m   , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Zr-93    , M,7300,      1.00,  2.1324E-08,  9.5890E-09,  3.1792E-09,AAA
Zr-95    , M,7300,      1.00,  2.2627E-09,  4.0686E-09,  5.0147E-09,AAA
Zr-97    , M,7300,      1.00,  3.2644E-10,  7.5192E-10,  8.0021E-10,BBB
